Entity,Code,Year,Oil consumption - TWh
Sri Lanka,LKA,1995,27.378.433
Sri Lanka,LKA,1996,33.236.603
Sri Lanka,LKA,1997,3.404.012
Sri Lanka,LKA,1998,35.576.878
Sri Lanka,LKA,1999,38.356.125
Sri Lanka,LKA,2000,44.056.522
Sri Lanka,LKA,2001,42.859.436
Sri Lanka,LKA,2002,4.548.564
Sri Lanka,LKA,2003,44.725.185
Sri Lanka,LKA,2004,4.474.943
Sri Lanka,LKA,2005,51.173.447
Sri Lanka,LKA,2006,5.258.453
Sri Lanka,LKA,2007,55.728.622
Sri Lanka,LKA,2008,5.122.881
Sri Lanka,LKA,2009,52.808.617
Sri Lanka,LKA,2010,52.980.663
Sri Lanka,LKA,2011,59.077.347
Sri Lanka,LKA,2012,63.094.193
Sri Lanka,LKA,2013,53.987.404
Sri Lanka,LKA,2014,61.107.456
Sri Lanka,LKA,2015,6.377.181
Sri Lanka,LKA,2016,7.655.953
Sri Lanka,LKA,2017,7.332.956
Sri Lanka,LKA,2018,7.102.181
Sri Lanka,LKA,2019,7.608.356
Sri Lanka,LKA,2020,6.989.003
Sri Lanka,LKA,2021,6.487.613
Sri Lanka,LKA,2022,55.150.387
Sweden,SWE,1965,22.970.325
Sweden,SWE,1966,25.965.668
Sweden,SWE,1967,2.587.804
Sweden,SWE,1968,29.271.014
Sweden,SWE,1969,31.351.505
Sweden,SWE,1970,3.411.421
Sweden,SWE,1971,3.208.071
Sweden,SWE,1972,3.292.851
Sweden,SWE,1973,3.365.918
Sweden,SWE,1974,30.231.848
Sweden,SWE,1975,30.148.468
Sweden,SWE,1976,33.242.615
Sweden,SWE,1977,32.233.047
Sweden,SWE,1978,38.906.158
Sweden,SWE,1979,41.884.644
Sweden,SWE,1980,3.696.262
Sweden,SWE,1981,3.324.578
Sweden,SWE,1982,309.068
Sweden,SWE,1983,2.686.586
Sweden,SWE,1984,25.670.612
Sweden,SWE,1985,27.522.202
Sweden,SWE,1986,29.394.498
Sweden,SWE,1987,25.378.844
Sweden,SWE,1988,2.375.639
Sweden,SWE,1989,22.821.938
Sweden,SWE,1990,22.774.013
Sweden,SWE,1991,19.622.267
Sweden,SWE,1992,20.668.947
Sweden,SWE,1993,20.313.208
Sweden,SWE,1994,21.515.242
Sweden,SWE,1995,20.458.391
Sweden,SWE,1996,21.879.036
Sweden,SWE,1997,2.053.378
Sweden,SWE,1998,23.165.984
Sweden,SWE,1999,2.226.026
Sweden,SWE,2000,19.210.744
Sweden,SWE,2001,19.541.196
Sweden,SWE,2002,19.844.182
Sweden,SWE,2003,21.262.779
Sweden,SWE,2004,2.035.916
Sweden,SWE,2005,20.384.422
Sweden,SWE,2006,20.553.517
Sweden,SWE,2007,20.061.662
Sweden,SWE,2008,18.945.978
Sweden,SWE,2009,18.232.199
Sweden,SWE,2010,18.197.824
Sweden,SWE,2011,16.872.263
Sweden,SWE,2012,16.622.845
Sweden,SWE,2013,16.407.562
Sweden,SWE,2014,16.058.344
Sweden,SWE,2015,15.747.282
Sweden,SWE,2016,1.625.844
Sweden,SWE,2017,16.091.228
Sweden,SWE,2018,15.367.223
Sweden,SWE,2019,16.463.118
Sweden,SWE,2020,1.469.786
Sweden,SWE,2021,13.917.574
Sweden,SWE,2022,13.852.837
Switzerland,CHE,1965,9.637.956
Switzerland,CHE,1966,10.246.806
Switzerland,CHE,1967,11.083.246
Switzerland,CHE,1968,122.932.655
Switzerland,CHE,1969,13.368.282
Switzerland,CHE,1970,1.498.176
Switzerland,CHE,1971,15.897.955
Switzerland,CHE,1972,16.298.949
Switzerland,CHE,1973,1.754.158
Switzerland,CHE,1974,15.610.689
Switzerland,CHE,1975,15.011.577
Switzerland,CHE,1976,15.601.617
Switzerland,CHE,1977,15.682.472
Switzerland,CHE,1978,16.081.917
Switzerland,CHE,1979,1.541.364
Switzerland,CHE,1980,1.540.199
Switzerland,CHE,1981,14.252.437
Switzerland,CHE,1982,13.465.762
Switzerland,CHE,1983,14.733.458
Switzerland,CHE,1984,14.262.831
Switzerland,CHE,1985,1.451.502
Switzerland,CHE,1986,15.884.816
Switzerland,CHE,1987,1.496.258
Switzerland,CHE,1988,15.006.096
Switzerland,CHE,1989,14.399.307
Switzerland,CHE,1990,15.429.774
Switzerland,CHE,1991,15.695.247
Switzerland,CHE,1992,15.913.806
Switzerland,CHE,1993,1.491.138
Switzerland,CHE,1994,15.410.161
Switzerland,CHE,1995,1.428.001
Switzerland,CHE,1996,14.792.401
Switzerland,CHE,1997,15.562.619
Switzerland,CHE,1998,15.754.512
Switzerland,CHE,1999,15.287.431
Switzerland,CHE,2000,14.828.627
Switzerland,CHE,2001,15.869.579
Switzerland,CHE,2002,15.041.983
Switzerland,CHE,2003,14.638.762
Switzerland,CHE,2004,14.567.651
Switzerland,CHE,2005,14.830.247
Switzerland,CHE,2006,15.199.466
Switzerland,CHE,2007,13.710.698
Switzerland,CHE,2008,14.614.087
Switzerland,CHE,2009,14.844.896
Switzerland,CHE,2010,13.777.156
Switzerland,CHE,2011,13.362.917
Switzerland,CHE,2012,13.613.542
Switzerland,CHE,2013,14.249.486
Switzerland,CHE,2014,12.774.399
Switzerland,CHE,2015,12.933.614
Switzerland,CHE,2016,122.224.594
Switzerland,CHE,2017,12.523.693
Switzerland,CHE,2018,12.070.854
Switzerland,CHE,2019,12.337.561
Switzerland,CHE,2020,10.291.845
Switzerland,CHE,2021,10.338.949
Switzerland,CHE,2022,10.658.899
Taiwan,TWN,1965,25.688.173
Taiwan,TWN,1966,30.388.775
Taiwan,TWN,1967,36.092.865
Taiwan,TWN,1968,43.046.482
Taiwan,TWN,1969,51.549.316
Taiwan,TWN,1970,61.906.002
Taiwan,TWN,1971,8.665.054
Taiwan,TWN,1972,93.771.324
Taiwan,TWN,1973,119.624.985
Taiwan,TWN,1974,10.738.309
Taiwan,TWN,1975,12.444.161
Taiwan,TWN,1976,16.090.163
Taiwan,TWN,1977,17.799.304
Taiwan,TWN,1978,20.859.233
Taiwan,TWN,1979,20.958.989
Taiwan,TWN,1980,21.776.823
Taiwan,TWN,1981,19.171.028
Taiwan,TWN,1982,2.162.127
Taiwan,TWN,1983,2.166.807
Taiwan,TWN,1984,20.755.226
Taiwan,TWN,1985,20.569.667
Taiwan,TWN,1986,22.920.525
Taiwan,TWN,1987,24.105.962
Taiwan,TWN,1988,2.811.456
Taiwan,TWN,1989,3.130.753
Taiwan,TWN,1990,32.487.567
Taiwan,TWN,1991,33.732.336
Taiwan,TWN,1992,35.088.788
Taiwan,TWN,1993,37.352.438
Taiwan,TWN,1994,3.975.515
Taiwan,TWN,1995,43.255.786
Taiwan,TWN,1996,4.326.465
Taiwan,TWN,1997,44.444.904
Taiwan,TWN,1998,46.101.413
Taiwan,TWN,1999,49.311.035
Taiwan,TWN,2000,49.869.077
Taiwan,TWN,2001,5.158.321
Taiwan,TWN,2002,51.931.537
Taiwan,TWN,2003,5.426.902
Taiwan,TWN,2004,55.537.933
Taiwan,TWN,2005,5.594.335
Taiwan,TWN,2006,5.634.888
Taiwan,TWN,2007,58.451.636
Taiwan,TWN,2008,5.521.046
Taiwan,TWN,2009,54.213.293
Taiwan,TWN,2010,5.674.767
Taiwan,TWN,2011,52.755.475
Taiwan,TWN,2012,5.180.272
Taiwan,TWN,2013,53.294.696
Taiwan,TWN,2014,54.986.957
Taiwan,TWN,2015,5.646.124
Taiwan,TWN,2016,5.671.863
Taiwan,TWN,2017,5.604.544
Taiwan,TWN,2018,55.885.205
Taiwan,TWN,2019,52.950.494
Taiwan,TWN,2020,50.866.864
Taiwan,TWN,2021,5.330.977
Taiwan,TWN,2022,49.065.298
Thailand,THA,1965,27.696.348
Thailand,THA,1966,32.691.463
Thailand,THA,1967,36.284.153
Thailand,THA,1968,47.828.484
Thailand,THA,1969,51.799.706
Thailand,THA,1970,60.303.055
Thailand,THA,1971,6.713.238
Thailand,THA,1972,8.427.273
Thailand,THA,1973,8.921.048
Thailand,THA,1974,9.082.001
Thailand,THA,1975,9.846.377
Thailand,THA,1976,10.367.075
Thailand,THA,1977,11.648.012
Thailand,THA,1978,12.790.059
Thailand,THA,1979,13.051.672
Thailand,THA,1980,13.636.172
Thailand,THA,1981,1.288.238
Thailand,THA,1982,11.683.889
Thailand,THA,1983,12.959.941
Thailand,THA,1984,13.617.993
Thailand,THA,1985,12.848.318
Thailand,THA,1986,13.324.893
Thailand,THA,1987,1.447.503
Thailand,THA,1988,16.515.652
Thailand,THA,1989,19.606.447
Thailand,THA,1990,23.349.513
Thailand,THA,1991,24.901.418
Thailand,THA,1992,27.679.462
Thailand,THA,1993,3.186.915
Thailand,THA,1994,3.566.699
Thailand,THA,1995,4.062.014
Thailand,THA,1996,4.494.449
Thailand,THA,1997,45.182.095
Thailand,THA,1998,41.015.347
Thailand,THA,1999,43.142.215
Thailand,THA,2000,41.919.824
Thailand,THA,2001,41.467.337
Thailand,THA,2002,4.485.174
Thailand,THA,2003,49.177.512
Thailand,THA,2004,5.451.012
Thailand,THA,2005,5.430.306
Thailand,THA,2006,5.384.671
Thailand,THA,2007,5.339.063
Thailand,THA,2008,50.279.688
Thailand,THA,2009,5.172.305
Thailand,THA,2010,53.520.483
Thailand,THA,2011,54.333.777
Thailand,THA,2012,57.283.765
Thailand,THA,2013,5.794.387
Thailand,THA,2014,58.437.494
Thailand,THA,2015,60.877.734
Thailand,THA,2016,63.047.046
Thailand,THA,2017,6.486.053
Thailand,THA,2018,66.183.435
Thailand,THA,2019,6.688.048
Thailand,THA,2020,5.998.433
Thailand,THA,2021,6.032.257
Thailand,THA,2022,66.266.675
Trinidad and Tobago,TTO,1965,22.197.903
Trinidad and Tobago,TTO,1966,22.353.632
Trinidad and Tobago,TTO,1967,23.321.835
Trinidad and Tobago,TTO,1968,23.768.787
Trinidad and Tobago,TTO,1969,24.918.285
Trinidad and Tobago,TTO,1970,25.560.862
Trinidad and Tobago,TTO,1971,26.413.431
Trinidad and Tobago,TTO,1972,4.287.166
Trinidad and Tobago,TTO,1973,4.314.619
Trinidad and Tobago,TTO,1974,42.485.165
Trinidad and Tobago,TTO,1975,32.481.552
Trinidad and Tobago,TTO,1976,36.524.597
Trinidad and Tobago,TTO,1977,35.655.308
Trinidad and Tobago,TTO,1978,32.082.752
Trinidad and Tobago,TTO,1979,24.694.546
Trinidad and Tobago,TTO,1980,19.534.754
Trinidad and Tobago,TTO,1981,19.360.615
Trinidad and Tobago,TTO,1982,21.474.905
Trinidad and Tobago,TTO,1983,18.668.987
Trinidad and Tobago,TTO,1984,15.969.291
Trinidad and Tobago,TTO,1985,16.895.954
Trinidad and Tobago,TTO,1986,1.823.386
Trinidad and Tobago,TTO,1987,12.221.309
Trinidad and Tobago,TTO,1988,11.073.575
Trinidad and Tobago,TTO,1989,994.367
Trinidad and Tobago,TTO,1990,14.867.243
Trinidad and Tobago,TTO,1991,13.957.406
Trinidad and Tobago,TTO,1992,1.986.267
Trinidad and Tobago,TTO,1993,17.295.012
Trinidad and Tobago,TTO,1994,13.183.907
Trinidad and Tobago,TTO,1995,150.534
Trinidad and Tobago,TTO,1996,17.402.937
Trinidad and Tobago,TTO,1997,10.274.356
Trinidad and Tobago,TTO,1998,11.790.196
Trinidad and Tobago,TTO,1999,2.085.421
Trinidad and Tobago,TTO,2000,20.640.795
Trinidad and Tobago,TTO,2001,191.829
Trinidad and Tobago,TTO,2002,21.746.874
Trinidad and Tobago,TTO,2003,20.747.581
Trinidad and Tobago,TTO,2004,22.764.261
Trinidad and Tobago,TTO,2005,20.109.636
Trinidad and Tobago,TTO,2006,2.198.621
Trinidad and Tobago,TTO,2007,25.017.168
Trinidad and Tobago,TTO,2008,2.662.458
Trinidad and Tobago,TTO,2009,25.513.968
Trinidad and Tobago,TTO,2010,2.645.826
Trinidad and Tobago,TTO,2011,24.849.274
Trinidad and Tobago,TTO,2012,23.729.593
Trinidad and Tobago,TTO,2013,26.728.502
Trinidad and Tobago,TTO,2014,23.999.119
Trinidad and Tobago,TTO,2015,26.241.308
Trinidad and Tobago,TTO,2016,27.774.534
Trinidad and Tobago,TTO,2017,25.778.782
Trinidad and Tobago,TTO,2018,24.333.338
Trinidad and Tobago,TTO,2019,13.290.838
Trinidad and Tobago,TTO,2020,13.295.029
Trinidad and Tobago,TTO,2021,13.382.103
Trinidad and Tobago,TTO,2022,13.571.535
Turkey,TUR,1965,41.988.743
Turkey,TUR,1966,50.116.108
Turkey,TUR,1967,588.478
Turkey,TUR,1968,70.703.316
Turkey,TUR,1969,78.658.714
Turkey,TUR,1970,8.333.808
Turkey,TUR,1971,987.893
Turkey,TUR,1972,111.986.435
Turkey,TUR,1973,13.655.545
Turkey,TUR,1974,13.287.135
Turkey,TUR,1975,14.675.865
Turkey,TUR,1976,16.577.588
Turkey,TUR,1977,18.771.223
Turkey,TUR,1978,20.107.454
Turkey,TUR,1979,1.790.935
Turkey,TUR,1980,18.270.168
Turkey,TUR,1981,18.002.922
Turkey,TUR,1982,19.267.787
Turkey,TUR,1983,20.261.739
Turkey,TUR,1984,20.163.644
Turkey,TUR,1985,21.120.892
Turkey,TUR,1986,22.874.448
Turkey,TUR,1987,25.814.014
Turkey,TUR,1988,27.434.244
Turkey,TUR,1989,25.852.664
Turkey,TUR,1990,2.745.052
Turkey,TUR,1991,26.747.232
Turkey,TUR,1992,28.256.644
Turkey,TUR,1993,32.375.943
Turkey,TUR,1994,3.095.861
Turkey,TUR,1995,34.714.798
Turkey,TUR,1996,36.257.162
Turkey,TUR,1997,35.710.147
Turkey,TUR,1998,3.564.586
Turkey,TUR,1999,35.480.182
Turkey,TUR,2000,3.718.375
Turkey,TUR,2001,34.600.433
Turkey,TUR,2002,36.992.813
Turkey,TUR,2003,3.645.803
Turkey,TUR,2004,37.277.118
Turkey,TUR,2005,36.801.846
Turkey,TUR,2006,38.260.815
Turkey,TUR,2007,3.895.363
Turkey,TUR,2008,38.422.247
Turkey,TUR,2009,39.105.646
Turkey,TUR,2010,38.120.822
Turkey,TUR,2011,37.302.145
Turkey,TUR,2012,39.192.316
Turkey,TUR,2013,41.909.512
Turkey,TUR,2014,43.109.515
Turkey,TUR,2015,5.164.031
Turkey,TUR,2016,5.494.394
Turkey,TUR,2017,5.761.511
Turkey,TUR,2018,5.559.552
Turkey,TUR,2019,55.826.465
Turkey,TUR,2020,5.251.787
Turkey,TUR,2021,5.606.462
Turkey,TUR,2022,58.370.746
Turkmenistan,TKM,1985,57.599.358
Turkmenistan,TKM,1986,41.931.847
Turkmenistan,TKM,1987,4.188.782
Turkmenistan,TKM,1988,41.857.544
Turkmenistan,TKM,1989,41.815.014
Turkmenistan,TKM,1990,54.816.853
Turkmenistan,TKM,1991,61.305.946
Turkmenistan,TKM,1992,5.906.321
Turkmenistan,TKM,1993,33.987.637
Turkmenistan,TKM,1994,34.152.637
Turkmenistan,TKM,1995,3.138.897
Turkmenistan,TKM,1996,3.650.994
Turkmenistan,TKM,1997,35.728.363
Turkmenistan,TKM,1998,4.584.149
Turkmenistan,TKM,1999,5.003.841
Turkmenistan,TKM,2000,48.201.054
Turkmenistan,TKM,2001,46.026.546
Turkmenistan,TKM,2002,52.577.377
Turkmenistan,TKM,2003,5.993.592
Turkmenistan,TKM,2004,59.860.077
Turkmenistan,TKM,2005,60.129.086
Turkmenistan,TKM,2006,58.526.356
Turkmenistan,TKM,2007,6.151.353
Turkmenistan,TKM,2008,6.312.179
Turkmenistan,TKM,2009,60.459.923
Turkmenistan,TKM,2010,6.683.823
Turkmenistan,TKM,2011,6.963.582
Turkmenistan,TKM,2012,7.256.981
Turkmenistan,TKM,2013,7.491.961
Turkmenistan,TKM,2014,7.839.154
Turkmenistan,TKM,2015,78.937.805
Turkmenistan,TKM,2016,7.836.466
Turkmenistan,TKM,2017,784.106
Turkmenistan,TKM,2018,7.904.348
Turkmenistan,TKM,2019,794.522
Turkmenistan,TKM,2020,8.013.916
Turkmenistan,TKM,2021,8.180.601
Turkmenistan,TKM,2022,8.354.991
USSR,OWID_USS,1965,19.948.495
USSR,OWID_USS,1966,21.362.473
USSR,OWID_USS,1967,23.275.435
USSR,OWID_USS,1968,24.811.162
USSR,OWID_USS,1969,2.638.379
USSR,OWID_USS,1970,29.044.417
USSR,OWID_USS,1971,30.791.697
USSR,OWID_USS,1972,3.339.661
USSR,OWID_USS,1973,35.903.982
USSR,OWID_USS,1974,39.441.707
USSR,OWID_USS,1975,4.134.596
USSR,OWID_USS,1976,42.486.206
USSR,OWID_USS,1977,44.187.495
USSR,OWID_USS,1978,46.891.055
USSR,OWID_USS,1979,47.713.433
USSR,OWID_USS,1980,50.017.017
USSR,OWID_USS,1981,50.453.105
USSR,OWID_USS,1982,50.084.785
USSR,OWID_USS,1983,4.935.318
USSR,OWID_USS,1984,49.360.293
Ukraine,UKR,1985,7.598.965
Ukraine,UKR,1986,76.250.244
Ukraine,UKR,1987,7.927.689
Ukraine,UKR,1988,72.800.604
Ukraine,UKR,1989,69.580.756
Ukraine,UKR,1990,7.718.421
Ukraine,UKR,1991,7.398.972
Ukraine,UKR,1992,4.740.513
Ukraine,UKR,1993,34.112.872
Ukraine,UKR,1994,29.487.924
Ukraine,UKR,1995,3.058.107
Ukraine,UKR,1996,18.981.409
Ukraine,UKR,1997,21.958.102
Ukraine,UKR,1998,2.008.744
Ukraine,UKR,1999,15.131.075
Ukraine,UKR,2000,14.237.784
Ukraine,UKR,2001,15.705.496
Ukraine,UKR,2002,15.951.822
Ukraine,UKR,2003,16.502.756
Ukraine,UKR,2004,16.599.037
Ukraine,UKR,2005,1.702.302
Ukraine,UKR,2006,17.457.892
Ukraine,UKR,2007,180.38
Ukraine,UKR,2008,17.289.476
Ukraine,UKR,2009,16.817.966
Ukraine,UKR,2010,16.175.578
Ukraine,UKR,2011,1.610.955
Ukraine,UKR,2012,15.976.318
Ukraine,UKR,2013,15.143.327
Ukraine,UKR,2014,1.335.871
Ukraine,UKR,2015,11.947.356
Ukraine,UKR,2016,12.516.151
Ukraine,UKR,2017,125.789.345
Ukraine,UKR,2018,13.070.653
Ukraine,UKR,2019,12.896.898
Ukraine,UKR,2020,12.178.443
Ukraine,UKR,2021,123.140.434
Ukraine,UKR,2022,107.276.596
United Arab Emirates,ARE,1965,854.533
United Arab Emirates,ARE,1966,91.204.107
United Arab Emirates,ARE,1967,9.802.558
United Arab Emirates,ARE,1968,1.094.713
United Arab Emirates,ARE,1969,1.216.425
United Arab Emirates,ARE,1970,14.155.911
United Arab Emirates,ARE,1971,16.705.304
United Arab Emirates,ARE,1972,21.951.501
United Arab Emirates,ARE,1973,3.425.611
United Arab Emirates,ARE,1974,4.745.511
United Arab Emirates,ARE,1975,7.674.208
United Arab Emirates,ARE,1976,11.275.235
United Arab Emirates,ARE,1977,166.765
United Arab Emirates,ARE,1978,1.840.331
United Arab Emirates,ARE,1979,25.050.383
United Arab Emirates,ARE,1980,60.186.413
United Arab Emirates,ARE,1981,6.538.087
United Arab Emirates,ARE,1982,7.239.598
United Arab Emirates,ARE,1983,7.250.278
United Arab Emirates,ARE,1984,8.279.179
United Arab Emirates,ARE,1985,10.296.353
United Arab Emirates,ARE,1986,12.455.972
United Arab Emirates,ARE,1987,1.363.821
United Arab Emirates,ARE,1988,16.362.752
United Arab Emirates,ARE,1989,17.178.244
United Arab Emirates,ARE,1990,1.800.802
United Arab Emirates,ARE,1991,22.232.744
United Arab Emirates,ARE,1992,22.388.316
United Arab Emirates,ARE,1993,23.198.035
United Arab Emirates,ARE,1994,24.325.163
United Arab Emirates,ARE,1995,2.431.685
United Arab Emirates,ARE,1996,23.497.542
United Arab Emirates,ARE,1997,23.870.639
United Arab Emirates,ARE,1998,23.781.038
United Arab Emirates,ARE,1999,23.202.397
United Arab Emirates,ARE,2000,2.293.394
United Arab Emirates,ARE,2001,226.621
United Arab Emirates,ARE,2002,23.530.663
United Arab Emirates,ARE,2003,26.053.528
United Arab Emirates,ARE,2004,28.155.588
United Arab Emirates,ARE,2005,29.291.925
United Arab Emirates,ARE,2006,31.525.778
United Arab Emirates,ARE,2007,33.740.204
United Arab Emirates,ARE,2008,35.468.753
United Arab Emirates,ARE,2009,34.649.155
United Arab Emirates,ARE,2010,3.720.713
United Arab Emirates,ARE,2011,39.933.887
United Arab Emirates,ARE,2012,4.186.489
United Arab Emirates,ARE,2013,46.493.048
United Arab Emirates,ARE,2014,47.273.764
United Arab Emirates,ARE,2015,49.415.265
United Arab Emirates,ARE,2016,5.366.611
United Arab Emirates,ARE,2017,53.107.837
United Arab Emirates,ARE,2018,52.770.465
United Arab Emirates,ARE,2019,5.154.807
United Arab Emirates,ARE,2020,48.106.305
United Arab Emirates,ARE,2021,5.315.349
United Arab Emirates,ARE,2022,6.072.548
United Kingdom,GBR,1965,8.857.195
United Kingdom,GBR,1966,9.489.158
United Kingdom,GBR,1967,10.197.785
United Kingdom,GBR,1968,10.794.958
United Kingdom,GBR,1969,11.603.401
United Kingdom,GBR,1970,12.287.844
United Kingdom,GBR,1971,12.352.861
United Kingdom,GBR,1972,13.098.104
United Kingdom,GBR,1973,13.445.009
United Kingdom,GBR,1974,12.488.663
United Kingdom,GBR,1975,10.922.395
United Kingdom,GBR,1976,1.085.842
United Kingdom,GBR,1977,10.949.343
United Kingdom,GBR,1978,11.232.587
United Kingdom,GBR,1979,11.333.358
United Kingdom,GBR,1980,96.912.396
United Kingdom,GBR,1981,8.972.701
United Kingdom,GBR,1982,9.075.991
United Kingdom,GBR,1983,8.727.711
United Kingdom,GBR,1984,10.728.423
United Kingdom,GBR,1985,9.321.647
United Kingdom,GBR,1986,93.429.486
United Kingdom,GBR,1987,9.085.694
United Kingdom,GBR,1988,9.665.029
United Kingdom,GBR,1989,9.879.981
United Kingdom,GBR,1990,100.072.107
United Kingdom,GBR,1991,9.960.562
United Kingdom,GBR,1992,10.071.834
United Kingdom,GBR,1993,10.122.387
United Kingdom,GBR,1994,10.016.665
United Kingdom,GBR,1995,9.899.536
United Kingdom,GBR,1996,101.460.156
United Kingdom,GBR,1997,98.544.324
United Kingdom,GBR,1998,9.752.312
United Kingdom,GBR,1999,962.657
United Kingdom,GBR,2000,9.523.115
United Kingdom,GBR,2001,94.791.754
United Kingdom,GBR,2002,9.408.127
United Kingdom,GBR,2003,9.483.188
United Kingdom,GBR,2004,974.372
United Kingdom,GBR,2005,100.256.555
United Kingdom,GBR,2006,9.924.421
United Kingdom,GBR,2007,9.646.119
United Kingdom,GBR,2008,94.466.113
United Kingdom,GBR,2009,89.967.926
United Kingdom,GBR,2010,88.520.044
United Kingdom,GBR,2011,86.731.134
United Kingdom,GBR,2012,84.402.484
United Kingdom,GBR,2013,82.342.676
United Kingdom,GBR,2014,8.233.798
United Kingdom,GBR,2015,84.621.655
United Kingdom,GBR,2016,870.937
United Kingdom,GBR,2017,88.248.535
United Kingdom,GBR,2018,8.708.611
United Kingdom,GBR,2019,85.357.465
United Kingdom,GBR,2020,65.765.924
United Kingdom,GBR,2021,68.138.617
United Kingdom,GBR,2022,7.410.432
United States,USA,1965,6.414.477
United States,USA,1966,6.731.245
United States,USA,1967,6.988.794
United States,USA,1968,7.457.961
United States,USA,1969,7.831.838
United States,USA,1970,81.761.914
United States,USA,1971,8.461.684
United States,USA,1972,9.119.912
United States,USA,1973,9.655.255
United States,USA,1974,9.271.507
United States,USA,1975,9.049.838
United States,USA,1976,9.729.595
United States,USA,1977,10.271.533
United States,USA,1978,10.501.414
United States,USA,1979,10.257.833
United States,USA,1980,9.453.472
United States,USA,1981,8.812.755
United States,USA,1982,8.350.531
United States,USA,1983,8.311.476
United States,USA,1984,8.573.317
United States,USA,1985,85.404.375
United States,USA,1986,8.955.589
United States,USA,1987,9.142.152
United States,USA,1988,9.520.884
United States,USA,1989,9517.53
United States,USA,1990,9.306.913
United States,USA,1991,9.108.509
United States,USA,1992,9.297.387
United States,USA,1993,9.376.045
United States,USA,1994,9.619.746
United States,USA,1995,9.597.527
United States,USA,1996,9.947.139
United States,USA,1997,10.079.769
United States,USA,1998,10.251.111
United States,USA,1999,10.537.092
United States,USA,2000,10.654.134
United States,USA,2001,10.636.849
United States,USA,2002,10.642.413
United States,USA,2003,10.803.683
United States,USA,2004,11.197.866
United States,USA,2005,11.214.078
United States,USA,2006,11.070.909
United States,USA,2007,11.001.755
United States,USA,2008,10.273.694
United States,USA,2009,9.737.244
United States,USA,2010,9.891.228
United States,USA,2011,9.694.557
United States,USA,2012,9.472.587
United States,USA,2013,9.627.553
United States,USA,2014,9.693.266
United States,USA,2015,9.890.718
United States,USA,2016,9.961.576
United States,USA,2017,10.057.775
United States,USA,2018,10299.73
United States,USA,2019,10.283.932
United States,USA,2020,9.032.397
United States,USA,2021,9.863.398
United States,USA,2022,10.041.679
Upper-middle-income countries,,1965,32.032.383
Upper-middle-income countries,,1966,3.466.247
Upper-middle-income countries,,1967,37.211.272
Upper-middle-income countries,,1968,4.015.422
Upper-middle-income countries,,1969,4.318.689
Upper-middle-income countries,,1970,47.615.366
Upper-middle-income countries,,1971,5.183.723
Upper-middle-income countries,,1972,5.665.507
Upper-middle-income countries,,1973,62.019.634
Upper-middle-income countries,,1974,67.633.125
Upper-middle-income countries,,1975,71.065.923
Upper-middle-income countries,,1976,7.480.259
Upper-middle-income countries,,1977,7.829.329
Upper-middle-income countries,,1978,8.361.717
Upper-middle-income countries,,1979,8.567.228
Upper-middle-income countries,,1980,8.805.145
Upper-middle-income countries,,1981,8.824.134
Upper-middle-income countries,,1982,8.802.605
Upper-middle-income countries,,1983,8.716.648
Upper-middle-income countries,,1984,8.783.666
Upper-middle-income countries,,1985,7.573.455
Upper-middle-income countries,,1986,78.128.257
Upper-middle-income countries,,1987,80.100.723
Upper-middle-income countries,,1988,81.698.164
Upper-middle-income countries,,1989,8.349.749
Upper-middle-income countries,,1990,8.501.241
Upper-middle-income countries,,1991,8.484.408
Upper-middle-income countries,,1992,8.599.645
Upper-middle-income countries,,1993,8.349.596
Upper-middle-income countries,,1994,8.281.011
Upper-middle-income countries,,1995,8.243.852
Upper-middle-income countries,,1996,8303.39
Upper-middle-income countries,,1997,8.725.904
Upper-middle-income countries,,1998,8.671.898
Upper-middle-income countries,,1999,8.779.334
Upper-middle-income countries,,2000,9.166.171
Upper-middle-income countries,,2001,9.269.838
Upper-middle-income countries,,2002,9.446.774
Upper-middle-income countries,,2003,9.880.207
Upper-middle-income countries,,2004,10.659.574
Upper-middle-income countries,,2005,10.865.767
Upper-middle-income countries,,2006,11239.5
Upper-middle-income countries,,2007,11.612.582
Upper-middle-income countries,,2008,11.805.559
Upper-middle-income countries,,2009,11.816.616
Upper-middle-income countries,,2010,12.674.286
Upper-middle-income countries,,2011,13141.77
Upper-middle-income countries,,2012,13.807.541
Upper-middle-income countries,,2013,14.222.375
Upper-middle-income countries,,2014,14536.5
Upper-middle-income countries,,2015,14.873.768
Upper-middle-income countries,,2016,15.141.868
Upper-middle-income countries,,2017,15.525.485
Upper-middle-income countries,,2018,15.716.457
Upper-middle-income countries,,2019,16.038.433
Upper-middle-income countries,,2020,15.257.332
Upper-middle-income countries,,2021,16.117.328
Upper-middle-income countries,,2022,16.392.207
Uzbekistan,UZB,1985,121.316.246
Uzbekistan,UZB,1986,1.239.132
Uzbekistan,UZB,1987,12.595.903
Uzbekistan,UZB,1988,13.077.919
Uzbekistan,UZB,1989,13.245.718
Uzbekistan,UZB,1990,13.138.824
Uzbekistan,UZB,1991,12.603.582
Uzbekistan,UZB,1992,10.093.168
Uzbekistan,UZB,1993,10.567.035
Uzbekistan,UZB,1994,9.005.535
Uzbekistan,UZB,1995,7.890.254
Uzbekistan,UZB,1996,7.814.358
Uzbekistan,UZB,1997,8.292.349
Uzbekistan,UZB,1998,8.034.064
